HEAD_L_RMS,HEAD_R_RMS,CHEEK_L_RMS,CHEEK_R_RMS,EAR_L_RMS,EAR_R_RMS,BROW_RMS,NOSE_RMS,Tag,Trial,Recording
139.83625488291725,67.39887985067706,21.18263026426775,21.54223299280693,18.46717465648295,71.7185966923312,27.218580030672985,523.2171089126869,DISGUST,4,3d484ae8-29d8-4ea7-9594-ba9e81620c34
38.19104539759573,38.98556319333016,20.686553847794546,16.839070435201155,15.932506388868475,25.497803444266037,36.09882695036592,720.9647306016994,DISGUST,4,3d484ae8-29d8-4ea7-9594-ba9e81620c34
12.186427081356591,11.974782806600006,11.78819136375348,11.577834530676432,18.460450942709112,14.893302020496982,11.517467177614582,56.360418148011554,DISGUST,4,3d484ae8-29d8-4ea7-9594-ba9e81620c34
106.3891286711543,24.374149815297695,27.379719456707818,20.178009945166806,13.144024889051941,31.366136551843418,21.976808373308305,119.76405797457505,SADNESS,5,3d484ae8-29d8-4ea7-9594-ba9e81620c34
78.2745815481055,60.231530537451874,26.471018657728056,24.001409644485115,19.904968502528565,56.87651072835202,66.48322563564028,180.02710063778107,SADNESS,5,3d484ae8-29d8-4ea7-9594-ba9e81620c34
64.85293756595294,41.58616511838906,23.459720357609058,17.948328578030768,15.492382805289923,40.98633094942482,43.8615735024213,113.97100917025551,SADNESS,5,3d484ae8-29d8-4ea7-9594-ba9e81620c34
25.359272861518676,22.962910320896892,18.898271500431274,17.84590396448542,15.898764164420212,23.230478281172182,17.517998349849176,116.09070066566325,SADNESS,5,3d484ae8-29d8-4ea7-9594-ba9e81620c34
33.61322254259155,37.3520708723919,15.752885850559469,14.511080686675651,17.274649825826184,39.66491528367533,41.87889851008442,30.530599296300622,JAW_CLENCH,6,3d484ae8-29d8-4ea7-9594-ba9e81620c34
14.548485538733017,13.685378539636723,12.436765660705452,11.257367172899254,11.94831796338401,14.414465879007178,14.02070169268788,40.49652297804948,JAW_CLENCH,6,3d484ae8-29d8-4ea7-9594-ba9e81620c34
13.195477693942761,13.323188085386183,13.6993625182216,13.122784282080215,12.327200786883717,12.182106090340334,13.614305435868955,32.40455108439205,JAW_CLENCH,6,3d484ae8-29d8-4ea7-9594-ba9e81620c34
13.69113325541309,13.645602503098523,14.360284857956843,12.790774204221279,13.194298245475045,14.596937067381743,13.301594814042597,29.592560020426866,JAW_CLENCH,6,3d484ae8-29d8-4ea7-9594-ba9e81620c34
41.73777583852137,31.036539835455788,17.571831018400434,19.759890791455117,12.953476875227798,34.3409551503914,21.824283530513863,67.01362116671679,CONTEMPT-R,7,3d484ae8-29d8-4ea7-9594-ba9e81620c34
14.875392237851191,11.186716862344397,12.510638784240362,7.098001375385625,6.913912143319882,12.651327038788759,7.040985383884457,24.09265234507296,CONTEMPT-R,7,3d484ae8-29d8-4ea7-9594-ba9e81620c34
22.98626241026737,21.975433436439953,14.305659965448276,8.474350014552645,6.074037983755939,21.005341081698177,21.161337368113443,19.54893025942421,CONTEMPT-R,7,3d484ae8-29d8-4ea7-9594-ba9e81620c34
8.638344474231845,7.8865526072412955,14.06264805522519,4.598995072481344,5.427833608805465,7.91183429588176,7.246642474621357,7.17934748300316,CONTEMPT-R,7,3d484ae8-29d8-4ea7-9594-ba9e81620c34
154.26248731328894,151.77305185203406,117.40440609499345,266.8225110636767,119.21871848927091,149.19774135695565,171.74787260441374,84.06105895480236,HAPPY,8,3d484ae8-29d8-4ea7-9594-ba9e81620c34
32.646102456852006,33.58438029003657,23.49693122458611,44.40910587134469,57.36048128181127,32.20208129538993,33.86398509106325,30.551251692941676,HAPPY,8,3d484ae8-29d8-4ea7-9594-ba9e81620c34
30.746548603366726,31.86127782119519,18.743971776187525,25.475620413094205,85.17917202036702,29.436601017140223,30.120721796306803,30.001124434276747,HAPPY,8,3d484ae8-29d8-4ea7-9594-ba9e81620c34
15.511866186969648,15.358096597165808,19.52524120844437,19.995350127415733,14.413809673778701,14.695076559363482,19.599742801120165,12.087055457862132,HAPPY,8,3d484ae8-29d8-4ea7-9594-ba9e81620c34
16.366796521038538,13.692048558479174,17.854793894557634,11.817454512414692,19.610607373256247,13.889267053029082,8.53595541095224,48.620681523814284,NEUTRAL,9,3d484ae8-29d8-4ea7-9594-ba9e81620c34
9.70813883105677,10.614865391689863,9.32671528797317,12.726858723131667,9.824497383324783,10.581964752975669,11.330415130649424,38.4115880602016,NEUTRAL,9,3d484ae8-29d8-4ea7-9594-ba9e81620c34
22.253737605080442,21.88354844627954,12.675940242441436,14.818461747945461,12.845019383658666,20.795555163519214,17.446473361825554,27.178177602883544,NEUTRAL,9,3d484ae8-29d8-4ea7-9594-ba9e81620c34
21.525133355573036,21.563435805005696,17.110172023553048,16.170281454196882,16.702337778883965,21.376564963716646,19.84141047635331,23.040426591884465,NEUTRAL,9,3d484ae8-29d8-4ea7-9594-ba9e81620c34
25.801378482956817,31.695730090662696,7.258549018852469,8.150712579064425,6.786109408109288,28.35248436063206,27.223903971170266,32.804094055264,BLINKS,10,3d484ae8-29d8-4ea7-9594-ba9e81620c34
23.412698310699994,27.515747509117183,6.14299842660952,7.438564169043541,4.671884210960793,24.994606731720605,24.36507700775401,17.602365418009548,BLINKS,10,3d484ae8-29d8-4ea7-9594-ba9e81620c34
36.45742572022066,37.63517617562323,8.434774928937093,9.284717682574156,6.459430884144436,34.63384506385757,32.593344802973924,25.18558199973636,BLINKS,10,3d484ae8-29d8-4ea7-9594-ba9e81620c34
31.60583676967291,33.29482242388441,7.25770634295848,7.954028785931797,6.189577828460178,30.804138881553087,28.722502731109024,19.23438612261713,BLINKS,10,3d484ae8-29d8-4ea7-9594-ba9e81620c34
31.507515065273374,24.69471710462408,16.158632981727973,38.380746338726716,8.915634229101254,21.526707617533408,9.845476909523363,191.55660843053246,HEAD_UP,11,3d484ae8-29d8-4ea7-9594-ba9e81620c34
14.614335235226493,10.326777169755777,9.6471890604224,20.850392910541984,9.6244664183427,8.787115935230085,8.692043908890994,51.271581381596064,HEAD_UP,11,3d484ae8-29d8-4ea7-9594-ba9e81620c34
11.663938944693822,10.672394187894406,7.905998495484655,10.550687845159896,8.174396645472921,7.464126051899103,7.1904107169349105,17.607070243011997,HEAD_UP,11,3d484ae8-29d8-4ea7-9594-ba9e81620c34
12.138698341910441,9.151124903240714,8.218710640251466,7.7317747957927185,7.798594902487347,7.93564326395898,7.657301714239015,12.16696668644807,HEAD_UP,11,3d484ae8-29d8-4ea7-9594-ba9e81620c34
27.62202658862882,29.188614826759206,13.031548314806631,15.96053902117194,11.88711695104186,26.752791010187998,25.5498418690513,45.82173407764711,HEAD_DOWN,12,3d484ae8-29d8-4ea7-9594-ba9e81620c34
8.823916820902623,8.77291276410931,11.609467510212248,9.791604621105051,10.00383879172946,8.854589129434924,10.396473907700482,57.49270075116382,HEAD_DOWN,12,3d484ae8-29d8-4ea7-9594-ba9e81620c34
9.417914926596474,6.136726873217201,7.059533631175724,6.6882948048909725,6.057830025587354,7.544910015225306,5.170952147227137,37.91882464331682,HEAD_DOWN,12,3d484ae8-29d8-4ea7-9594-ba9e81620c34
6.860985332617625,6.630368282116397,7.006977183808332,7.120696958137241,6.6363480170798805,6.8900430720129595,7.042765953914386,37.17642484313494,HEAD_DOWN,12,3d484ae8-29d8-4ea7-9594-ba9e81620c34
239.00070594037362,94.23850089958722,88.33674684307987,102.15072213213611,72.48899051578064,112.46229840050476,77.36128206138869,143.07668562797159,FEAR,13,3d484ae8-29d8-4ea7-9594-ba9e81620c34
63.60003548262503,48.33906192379026,50.371660018248654,42.370022294910136,44.94550566454972,42.24453812607212,42.44546517363829,91.67701295642614,FEAR,13,3d484ae8-29d8-4ea7-9594-ba9e81620c34
231.11081569829796,227.77961564608952,212.68590736538476,212.85805883393414,208.7049688856162,216.87219856797253,207.22211944064833,159.56724951111556,FEAR,13,3d484ae8-29d8-4ea7-9594-ba9e81620c34
161.9796167087614,166.01110462528612,157.3881763063102,151.9043961189005,155.19204689024275,161.39965619347316,147.52340982253813,141.6799109754882,FEAR,13,3d484ae8-29d8-4ea7-9594-ba9e81620c34
33.95183202322424,44.34447257080541,50.88879756454529,50.04706283997316,38.483120899197196,57.42306481942918,43.77466697979641,33.20723653610925,HEAD_UP,14,3d484ae8-29d8-4ea7-9594-ba9e81620c34
11.94236195006301,11.490560885756542,8.964735024852063,8.28107657815666,8.751781341870942,9.915758415277736,7.117407080635791,23.32326996824635,HEAD_UP,14,3d484ae8-29d8-4ea7-9594-ba9e81620c34
13.99029517544075,10.811355069387758,8.358854319420654,6.560185250448974,7.020620693149465,9.757834684153625,6.243722487914859,24.37902152854056,HEAD_UP,14,3d484ae8-29d8-4ea7-9594-ba9e81620c34
12.906641393766987,15.213080671685512,7.608274041368485,9.065660718297673,8.103628976609015,7.7680737095859715,31.744338609095077,32.73942718407349,HEAD_UP,14,3d484ae8-29d8-4ea7-9594-ba9e81620c34
17.77083507741438,20.44295726723539,13.532535100158443,14.097201832555395,14.472973262275106,13.478906459204445,14.803645977900791,46.985848687194455,HEAD_DOWN,15,3d484ae8-29d8-4ea7-9594-ba9e81620c34
18.481605131380324,20.53426202792792,10.49199578989052,8.954315960444092,10.419898955855487,20.09035098290966,17.09616052093917,50.03605750084441,HEAD_DOWN,15,3d484ae8-29d8-4ea7-9594-ba9e81620c34
11.176985967915767,10.88073501688452,11.480710965136195,7.863603156523865,29.290069075579613,10.797004601058624,10.489424257586814,34.53588212586697,HEAD_DOWN,15,3d484ae8-29d8-4ea7-9594-ba9e81620c34
6.659427850975075,5.6714431434364245,7.985060111113802,6.644525265511565,24.279800035084396,6.279624281651231,5.531164230554438,33.03051467657295,HEAD_DOWN,15,3d484ae8-29d8-4ea7-9594-ba9e81620c34
39.145678620468516,39.69662900283262,14.11215351766207,8.963443637894223,9.589690270852158,36.74665288995583,40.755451638049536,44.469712423069765,DISGUST,16,3d484ae8-29d8-4ea7-9594-ba9e81620c34
9.111274678591261,8.344301926341032,7.224231587490683,7.401265153762011,6.9204965220289605,8.633618518416474,8.681650964443667,24.719215689954254,DISGUST,16,3d484ae8-29d8-4ea7-9594-ba9e81620c34
9.853534105348453,7.562330233676375,10.226346410500575,8.718082436668295,7.494313004742435,8.62164749784414,6.943295278992299,48.35331452726035,DISGUST,16,3d484ae8-29d8-4ea7-9594-ba9e81620c34
24.103322033601074,24.089267245579386,9.430241278134098,7.243289618777291,6.432007958668117,22.93737791981709,21.532595968900157,34.08385639219055,DISGUST,16,3d484ae8-29d8-4ea7-9594-ba9e81620c34
32.52612691956378,33.119427406116046,7.99853986739751,9.497864652769346,7.187581793202308,31.509643901278714,25.821894726855273,13.629208043989248,BLINKS,17,3d484ae8-29d8-4ea7-9594-ba9e81620c34
34.83517275726658,33.618177441433296,8.809695994696973,8.477863222879817,7.091023712740182,32.58857558078347,26.27610867162592,10.70986835211488,BLINKS,17,3d484ae8-29d8-4ea7-9594-ba9e81620c34
31.313930425553846,30.808606025419323,6.669916196948183,8.076096190742941,5.616762901847188,29.768166049772518,24.346319179722105,15.828013385466512,BLINKS,17,3d484ae8-29d8-4ea7-9594-ba9e81620c34
32.1040482891156,33.17062925537072,6.3846702687057375,7.747696136221194,5.378342126441063,31.582560398786267,27.276254922787977,16.49709351747972,BLINKS,17,3d484ae8-29d8-4ea7-9594-ba9e81620c34
11.527728093414812,10.023624721945357,10.859903419014955,13.591827211626365,10.383605443460313,10.283053284266973,14.56659088791712,11.910310161031294,CONTEMPT-L,18,3d484ae8-29d8-4ea7-9594-ba9e81620c34
7.304738872625753,6.7935499462267925,9.414283914471062,13.961165788040574,6.991511578605489,6.747393322133042,10.999550762578918,11.998558414002856,CONTEMPT-L,18,3d484ae8-29d8-4ea7-9594-ba9e81620c34
20.20597215187737,24.98130824062491,8.48401154708468,11.487066322551408,7.408445265566325,21.969270776585525,24.471401275505105,20.353051862821527,CONTEMPT-L,18,3d484ae8-29d8-4ea7-9594-ba9e81620c34
12.328321453114699,8.358723582103577,6.912026606135361,10.285697991112233,6.888291365713615,7.836089918718718,11.575885129857896,9.23842207072503,CONTEMPT-L,18,3d484ae8-29d8-4ea7-9594-ba9e81620c34
8.821622424032332,7.440187784164561,17.97480423943181,5.7547776604063925,8.87883867352403,7.8227960603017435,6.304797535845605,22.437518034507498,CONTEMPT-R,19,3d484ae8-29d8-4ea7-9594-ba9e81620c34
8.7998226562802,7.558429840849207,17.50631445927885,7.590072788637086,9.08249755727837,8.15223416682197,7.477003699497947,27.82714639386672,CONTEMPT-R,19,3d484ae8-29d8-4ea7-9594-ba9e81620c34
10.777909248695074,9.362108814107945,17.130181908352604,7.744637684774091,9.77300455814231,10.485275291557391,7.80543036092086,24.504903934962183,CONTEMPT-R,19,3d484ae8-29d8-4ea7-9594-ba9e81620c34
11.405065174220123,8.80516447364822,20.07019360526146,8.236575896366466,10.62384507920526,9.701680836160408,8.189568402388748,15.100319000420276,CONTEMPT-R,19,3d484ae8-29d8-4ea7-9594-ba9e81620c34
126.6713224701487,127.68512109489743,131.50323576245015,129.74999234431593,126.24359867992739,127.53171840439556,135.89604817765706,125.06877468128748,HAPPY,20,3d484ae8-29d8-4ea7-9594-ba9e81620c34
85.93294537543389,87.30187067279653,86.11916681827292,91.67282851029351,84.62708905232478,86.52739856623947,104.86358477262739,93.61240788760671,HAPPY,20,3d484ae8-29d8-4ea7-9594-ba9e81620c34
12.587801667171565,12.014292728620555,20.059257074074797,23.910520630694982,12.440759891682267,11.492442668011945,12.512162928600628,12.082934497490035,HAPPY,20,3d484ae8-29d8-4ea7-9594-ba9e81620c34
15.743678985885113,13.741095410227452,17.48280369276315,22.475867124354345,9.339610461557953,15.016965350327952,11.470584323792874,12.209026912406198,HAPPY,20,3d484ae8-29d8-4ea7-9594-ba9e81620c34
73.14006580275151,68.35818664684325,27.525907570132187,17.842021446552263,28.850912345278243,85.1979634109695,36.64823595417892,57.002009659985326,SADNESS,21,3d484ae8-29d8-4ea7-9594-ba9e81620c34
58.844952811778235,56.90700204259546,19.966246557303293,17.89558620947809,12.167780146438533,36.06342136178599,41.11453645022589,39.05434616589251,SADNESS,21,3d484ae8-29d8-4ea7-9594-ba9e81620c34
53.62557090151901,49.34677199528356,17.24452948485216,15.767041880940424,11.698340909814593,47.679894074371,35.69942738380462,26.08875882885984,SADNESS,21,3d484ae8-29d8-4ea7-9594-ba9e81620c34
20.03126023315485,13.177428268322213,16.016125882024784,11.67587534636051,9.84357206171099,12.312917552993396,9.92574292875216,19.83642929824261,SADNESS,21,3d484ae8-29d8-4ea7-9594-ba9e81620c34
87.57420510456498,12.482700537283726,8.778633253132602,7.9084834827104995,9.070592004720174,26.902273498789114,12.361126762534512,45.35990869576853,ANGER,22,3d484ae8-29d8-4ea7-9594-ba9e81620c34
18.231019077568703,9.273363328616721,8.225841076873403,7.181338015402258,8.647986186553771,15.14927089801952,11.04464836164589,51.5079468528202,ANGER,22,3d484ae8-29d8-4ea7-9594-ba9e81620c34
13.982485903375025,10.58753680186862,8.145283827396993,8.346035367718157,8.452055132318721,12.252920100468637,13.531613161399273,59.35297416156597,ANGER,22,3d484ae8-29d8-4ea7-9594-ba9e81620c34
13.449404499245956,10.225632086286673,10.005349340057501,8.048839763076836,9.387197122074518,9.104415332952154,13.876273536940184,70.89416415696046,ANGER,22,3d484ae8-29d8-4ea7-9594-ba9e81620c34
39.53591743817078,33.766269096290074,25.39159612734267,21.90171310610467,26.076978743101005,38.42379054175292,29.931376368049083,78.52613985010689,JAW_CLENCH,23,3d484ae8-29d8-4ea7-9594-ba9e81620c34
17.20297604356603,15.648842914532962,16.414640493620784,14.854236570060802,12.160176551561536,15.47339601641016,14.991543894339227,55.34848945970574,JAW_CLENCH,23,3d484ae8-29d8-4ea7-9594-ba9e81620c34
13.120845949728944,13.154212176439657,11.565169032426184,11.662872415599367,13.039453313109481,13.227002741047865,13.70112034826054,65.284140987231,JAW_CLENCH,23,3d484ae8-29d8-4ea7-9594-ba9e81620c34
9.437433366609923,9.048269791850304,10.004184702824286,8.113226609004188,9.522174924613443,8.622200195343819,8.567970614688308,21.835256280920778,JAW_CLENCH,23,3d484ae8-29d8-4ea7-9594-ba9e81620c34
80.19210513113833,41.67777370410717,52.75536345161889,54.34072165444403,42.823883418238864,86.42132915158301,33.79478749645775,112.30323532721563,FEAR,24,3d484ae8-29d8-4ea7-9594-ba9e81620c34
36.872238518503615,21.899288447692438,20.714283274494303,18.58493475634243,18.37082443343028,28.088178091501423,18.20916800158836,60.68792176306113,FEAR,24,3d484ae8-29d8-4ea7-9594-ba9e81620c34
26.947298489534603,16.793891951713743,15.644024052852568,14.756718006297517,15.765140695884185,22.791495963985543,13.033747115348065,45.47279136495635,FEAR,24,3d484ae8-29d8-4ea7-9594-ba9e81620c34
36.060486094614404,25.28388198664786,15.802038895416981,17.094381429814344,15.595075461632542,29.128671987506024,20.250761554279375,45.24832565631934,FEAR,24,3d484ae8-29d8-4ea7-9594-ba9e81620c34
55.35127509688186,36.923197774044795,39.004999891370026,53.93816830964694,31.58290824326881,27.60457003955687,37.05774051942701,67.61274303585758,SURPRISE,25,3d484ae8-29d8-4ea7-9594-ba9e81620c34
33.65624170160145,27.141095268297985,37.40984226155309,56.205430772917374,14.974173932127675,37.120404022733005,40.63656799475779,33.30530795139093,SURPRISE,25,3d484ae8-29d8-4ea7-9594-ba9e81620c34
18.943869011400597,18.361333905939635,22.023288524209836,23.609469160675168,16.811297729850402,19.61969498147524,12.62485577839354,27.57228815246311,SURPRISE,25,3d484ae8-29d8-4ea7-9594-ba9e81620c34
21.95812985571474,18.300304046189677,19.422044713702686,31.384044571511925,14.72074009163296,18.104230437898625,13.613543128908297,40.06075111633562,SURPRISE,25,3d484ae8-29d8-4ea7-9594-ba9e81620c34
11.289448168044618,9.84277754233337,11.910940489322487,8.059860111600482,10.867880495260977,10.690083794800922,8.814650759965058,18.369210855722525,NEUTRAL,26,3d484ae8-29d8-4ea7-9594-ba9e81620c34
20.6585335212188,23.972881767509815,7.243194879338857,7.015441722212176,6.916731890392271,22.34185751113728,21.68325499814212,24.159741836390417,NEUTRAL,26,3d484ae8-29d8-4ea7-9594-ba9e81620c34
8.322111988796708,7.644411247536871,7.052727287689261,5.271250893425524,6.004397439316399,8.397110757744809,8.187533327465768,26.28221754985452,NEUTRAL,26,3d484ae8-29d8-4ea7-9594-ba9e81620c34
5.436798178264262,4.302767565963476,7.859864061956399,5.628426194448394,7.43410895013325,6.980760033803969,7.329411740526666,20.11791205814101,NEUTRAL,26,3d484ae8-29d8-4ea7-9594-ba9e81620c34
23.59942720787899,23.846816134147197,26.005694217174813,26.735184978183668,26.17276748760336,24.390754963860168,23.921852880262197,31.5931920246874,CONTEMPT-L,27,3d484ae8-29d8-4ea7-9594-ba9e81620c34
11.388891717282595,11.043009957676391,11.498911450155282,10.993426221677032,12.336144464977538,11.406099551308316,8.51797612677579,27.843601949597062,CONTEMPT-L,27,3d484ae8-29d8-4ea7-9594-ba9e81620c34
57.114369401033905,59.098421572333734,54.10622298921354,61.54318038558459,51.83647972383472,59.085062583318155,65.81910589682333,61.64170579950721,CONTEMPT-L,27,3d484ae8-29d8-4ea7-9594-ba9e81620c34
11.927185979517306,12.775479655547956,11.886570401930099,15.240337523149863,10.999050391289929,12.41997329738517,13.996503001652908,23.153102426965102,CONTEMPT-L,27,3d484ae8-29d8-4ea7-9594-ba9e81620c34
23.024301832921534,21.528802334710118,29.676630636460906,13.623168709905721,23.25910063242833,22.170907727818935,20.33409638581598,23.541609379819356,NEUTRAL,28,3d484ae8-29d8-4ea7-9594-ba9e81620c34
5.996728194533097,6.103995750310963,6.752170245126346,5.661564949601535,6.030543072601005,5.949535451672648,5.532146678716137,25.82876297135463,NEUTRAL,28,3d484ae8-29d8-4ea7-9594-ba9e81620c34
6.011502296572159,5.154771296986775,6.50897037895989,4.584774778177378,5.927377002208056,5.241737010590471,4.974649527215202,13.23397872526193,NEUTRAL,28,3d484ae8-29d8-4ea7-9594-ba9e81620c34
6.267290560660594,5.529242416310798,6.953647003328571,5.115086383988335,6.7152293217188035,6.073445363082504,4.680052072841134,17.247760479588948,NEUTRAL,28,3d484ae8-29d8-4ea7-9594-ba9e81620c34
22.669350392508182,27.198307121904076,7.096467094679914,6.797994323803377,5.769202406906137,24.219051632599996,24.640398460625473,17.34518155567047,BLINKS,29,3d484ae8-29d8-4ea7-9594-ba9e81620c34
31.084875000113048,33.92377104922258,6.858714386011693,8.463274375175684,4.989833282978934,30.64862906885153,30.282099060420222,21.545697110985987,BLINKS,29,3d484ae8-29d8-4ea7-9594-ba9e81620c34
28.22083657188337,28.90258274158812,7.15999091055111,7.811254971404359,4.490952758742467,26.457702302032448,26.036946243448963,15.94998459044174,BLINKS,29,3d484ae8-29d8-4ea7-9594-ba9e81620c34
28.689496013266982,31.971860830664227,6.58984330613109,7.217449076018233,4.5289019388165555,28.82883577498281,29.726970265824676,10.044882536324948,BLINKS,29,3d484ae8-29d8-4ea7-9594-ba9e81620c34
8.268629154556782,6.5173153718334484,9.237575500735618,7.782721266023208,11.91943315531237,8.125324790195164,10.58806054817299,42.075127276003954,HEAD_DOWN,30,3d484ae8-29d8-4ea7-9594-ba9e81620c34
8.433268776811135,7.597543927606074,8.598373439806428,6.555668464369381,6.947083117931341,7.68973165293737,8.000014547174711,21.87381329220127,HEAD_DOWN,30,3d484ae8-29d8-4ea7-9594-ba9e81620c34
21.28958342363713,21.824856826206936,6.208992417308423,6.607580042041398,6.151356289697549,21.606576587406053,18.741982240148715,18.778328420481674,HEAD_DOWN,30,3d484ae8-29d8-4ea7-9594-ba9e81620c34
8.874610150036053,6.971317491464193,8.25218432399012,5.458664978418688,5.996474268253234,7.677919695819103,6.033353804680985,16.141401460138372,HEAD_DOWN,30,3d484ae8-29d8-4ea7-9594-ba9e81620c34
29.7826827799808,38.48829885464773,11.245715637760147,13.12568028090536,9.580208839160571,23.895337834458875,33.81658987219333,51.23493237340527,ANGER,31,3d484ae8-29d8-4ea7-9594-ba9e81620c34
17.073638078787724,8.347733333778692,10.45951278474017,11.222813195698466,7.111426818794855,10.27731611506757,30.659348828978523,34.72947840657817,ANGER,31,3d484ae8-29d8-4ea7-9594-ba9e81620c34
11.967345931117709,6.266486313027136,4.947532249488688,7.5986893444882115,4.807170379869833,6.577123408438011,24.12701411802499,23.28212488678266,ANGER,31,3d484ae8-29d8-4ea7-9594-ba9e81620c34
9.750237939270308,5.9190838090097415,6.562175313734581,4.246201663929103,4.957906772366341,5.413979034658757,15.172669768214108,16.362646715170467,ANGER,31,3d484ae8-29d8-4ea7-9594-ba9e81620c34
8.512475606737064,6.325520245897211,17.405684823286126,3.8740507557019335,8.012214774500704,6.60760224335987,5.7140966274900284,32.3511362283737,CONTEMPT-R,32,3d484ae8-29d8-4ea7-9594-ba9e81620c34
25.74604618674938,26.32600882491635,16.655794805537877,6.403385197917989,7.945582507062816,25.42856848214493,28.87015604075489,33.28374853726141,CONTEMPT-R,32,3d484ae8-29d8-4ea7-9594-ba9e81620c34
8.070725115935351,6.407458263858048,15.576360740285164,5.926832234967417,7.696427230740034,7.136797180754517,7.389953640112499,25.49949799543333,CONTEMPT-R,32,3d484ae8-29d8-4ea7-9594-ba9e81620c34
25.981840800575885,30.538453438641767,19.937823334799667,9.73937349327209,8.689164597658658,27.133018600953584,42.22112486377368,23.62342986439199,CONTEMPT-R,32,3d484ae8-29d8-4ea7-9594-ba9e81620c34
37.85690865862334,30.990354564630337,20.36833615156734,18.76920495230985,23.082361648001996,33.063119438562985,33.294416633690496,19.48511213058566,JAW_CLENCH,33,3d484ae8-29d8-4ea7-9594-ba9e81620c34
15.416765304139297,10.093060528979292,11.66528437811884,16.05901793331031,12.296485154142898,11.417271870996645,14.506924161894398,24.672617482563098,JAW_CLENCH,33,3d484ae8-29d8-4ea7-9594-ba9e81620c34
38.09142674595655,33.44043148075309,16.87817554041967,14.669865656054009,18.11562245721365,34.010449195447634,24.82408538985419,18.41770739479379,JAW_CLENCH,33,3d484ae8-29d8-4ea7-9594-ba9e81620c34
23.500784804988093,19.156349023053416,17.862873777771522,19.367245646389613,11.66182440394737,20.5864340776291,15.234457583991318,23.817455147225527,JAW_CLENCH,33,3d484ae8-29d8-4ea7-9594-ba9e81620c34
74.90905557070882,36.90157609757692,21.322944969115134,19.178174137903667,43.32741836837244,59.248418905322396,24.494343662103518,142.3273296916132,FEAR,34,3d484ae8-29d8-4ea7-9594-ba9e81620c34
23.379184791391364,17.402019900517832,14.00025967633293,11.468787599396308,16.057733586337307,19.821128030785683,11.640003773840544,35.493665771001,FEAR,34,3d484ae8-29d8-4ea7-9594-ba9e81620c34
28.825188966549693,14.159406027681603,15.285060532841582,17.094173291292005,13.934432893609877,14.59975491521453,16.587712762891602,49.96217853816403,FEAR,34,3d484ae8-29d8-4ea7-9594-ba9e81620c34
